Sensor1,Sensor2,Sensor3,Sensor4,,Actual,Predicted
1.2,0.752,1.803,0.92,,Sharp-Right-Turn,Sharp-Right-Turn
0.96,0.842,1.279,0.553,,Sharp-Right-Turn,Move-Forward
0.747,0.586,1.646,0.873,,Move-Forward,Move-Forward
0.841,0.453,0.916,1.41,,Move-Forward,Move-Forward
0.741,0.425,1.79,1.043,,Move-Forward,Move-Forward
0.904,0.645,1.572,1.337,,Sharp-Right-Turn,Move-Forward
0.82,0.97,1.138,2.586,,Move-Forward,Move-Forward
0.797,0.851,1.351,0.526,,Move-Forward,Move-Forward
1.008,0.758,1.37,2.39,,Sharp-Right-Turn,Sharp-Right-Turn
1.225,0.625,1.556,0.984,,Sharp-Right-Turn,Sharp-Right-Turn
0.57,0.465,1.771,1.095,,Move-Forward,Move-Forward
1.407,0.733,1.581,2.112,,Sharp-Right-Turn,Sharp-Right-Turn
1.597,0.757,2.063,1.769,,Sharp-Right-Turn,Sharp-Right-Turn
0.759,0.676,1.547,0.7,,Move-Forward,Move-Forward
1.471,0.498,1.807,1.308,,Sharp-Right-Turn,Sharp-Right-Turn
2.159,0.497,1.863,1.536,,Sharp-Right-Turn,Sharp-Right-Turn
1.458,0.642,2.779,1.027,,Sharp-Right-Turn,Sharp-Right-Turn
0.776,0.792,1.535,0.74,,Move-Forward,Move-Forward
1.591,0.763,1.355,0.627,,Sharp-Right-Turn,Sharp-Right-Turn
0.854,0.487,1.762,1.361,,Move-Forward,Move-Forward
1.43,0.702,2.966,0.82,,Sharp-Right-Turn,Sharp-Right-Turn
2.579,0.662,2.05,0.933,,Sharp-Right-Turn,Sharp-Right-Turn
0.791,0.854,2.922,0.562,,Move-Forward,Move-Forward
0.795,0.813,1.467,0.767,,Move-Forward,Move-Forward
0.792,0.622,4.825,0.488,,Move-Forward,Move-Forward
0.765,0.781,1.384,0.745,,Move-Forward,Move-Forward
1.216,0.675,3.016,0.996,,Sharp-Right-Turn,Sharp-Right-Turn
2.821,0.606,1.667,0.886,,Sharp-Right-Turn,Sharp-Right-Turn
0.866,0.456,1.404,0.435,,Move-Forward,Move-Forward
0.825,0.565,1.695,5,,Move-Forward,Move-Forward
0.858,0.468,1.405,0.419,,Move-Forward,Move-Forward
0.93,0.508,1.749,1.274,,Sharp-Right-Turn,Move-Forward
0.85,0.463,1.441,0.417,,Move-Forward,Move-Forward
0.825,0.454,3.252,1.384,,Move-Forward,Move-Forward
0.931,0.756,1.358,0.552,,Sharp-Right-Turn,Move-Forward
0.758,0.779,1.566,0.662,,Move-Forward,Move-Forward
1.298,0.504,2.816,0.73,,Sharp-Right-Turn,Sharp-Right-Turn
1.385,0.632,1.48,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.786,2.782,1.273,,Move-Forward,Move-Forward
0.785,0.59,1.631,1.349,,Move-Forward,Move-Forward
0.9,0.738,2.157,0.95,,Move-Forward,Move-Forward
1.225,0.793,1.283,0.879,,Sharp-Right-Turn,Sharp-Right-Turn
0.889,0.501,2.584,1.358,,Move-Forward,Move-Forward
0.878,0.482,3.205,1.324,,Move-Forward,Move-Forward
1.418,0.498,2.023,0.572,,Sharp-Right-Turn,Sharp-Right-Turn
1.544,0.715,1.396,0.654,,Sharp-Right-Turn,Sharp-Right-Turn
2.965,0.646,1.579,0.738,,Sharp-Right-Turn,Sharp-Right-Turn
0.99,0.736,2.918,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.789,0.758,1.505,0.845,,Move-Forward,Move-Forward
0.772,0.685,1.564,0.665,,Move-Forward,Move-Forward
1.012,0.65,1.884,1.567,,Sharp-Right-Turn,Sharp-Right-Turn
0.639,0.504,3.194,1.34,,Move-Forward,Move-Forward
0.967,0.513,1.757,1.237,,Sharp-Right-Turn,Move-Forward
0.777,0.762,1.476,0.541,,Move-Forward,Move-Forward
1.225,0.79,1.273,0.883,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.602,1.627,1.329,,Move-Forward,Move-Forward
0.967,0.689,1.005,1.141,,Sharp-Right-Turn,Move-Forward
0.892,0.479,2.582,1.392,,Move-Forward,Move-Forward
0.913,0.752,1.363,0.567,,Sharp-Right-Turn,Move-Forward
2.589,0.538,1.757,1.119,,Sharp-Right-Turn,Sharp-Right-Turn
2.305,0.506,1.799,1.392,,Sharp-Right-Turn,Sharp-Right-Turn
0.776,0.748,1.5,2.047,,Move-Forward,Move-Forward
0.928,0.664,2.2,1.643,,Sharp-Right-Turn,Move-Forward
1.194,0.533,1.738,0.594,,Sharp-Right-Turn,Sharp-Right-Turn
0.871,0.671,3.031,1.803,,Move-Forward,Move-Forward
0.796,0.75,2.646,0.856,,Move-Forward,Move-Forward
0.85,0.535,3.169,1.359,,Move-Forward,Move-Forward
0.878,0.697,1.27,0.513,,Move-Forward,Move-Forward
1.249,0.745,1.285,0.817,,Sharp-Right-Turn,Sharp-Right-Turn
2.418,0.532,1.751,1.27,,Sharp-Right-Turn,Sharp-Right-Turn
1.744,0.541,1.251,0.5,,Sharp-Right-Turn,Sharp-Right-Turn
2.622,0.683,2.077,0.97,,Sharp-Right-Turn,Sharp-Right-Turn
0.862,0.507,2.603,1.396,,Move-Forward,Move-Forward
2.353,0.497,1.804,1.338,,Sharp-Right-Turn,Sharp-Right-Turn
0.898,0.734,2.153,0.899,,Move-Forward,Move-Forward
0.979,0.615,1.609,1.801,,Sharp-Right-Turn,Sharp-Right-Turn
0.869,0.455,1.404,0.434,,Move-Forward,Move-Forward
0.886,0.515,0.956,1.36,,Move-Forward,Move-Forward
2.579,0.683,2.183,1.019,,Sharp-Right-Turn,Sharp-Right-Turn
0.777,0.754,1.507,0.776,,Move-Forward,Move-Forward
0.995,0.766,2.891,1.559,,Sharp-Right-Turn,Sharp-Right-Turn
3.023,0.684,1.558,0.68,,Sharp-Right-Turn,Sharp-Right-Turn
0.833,0.445,1.448,0.478,,Move-Forward,Move-Forward
0.821,0.825,1.289,2.613,,Move-Forward,Move-Forward
1.279,0.502,1.646,1.306,,Sharp-Right-Turn,Sharp-Right-Turn
1.823,0.588,1.885,1.62,,Sharp-Right-Turn,Sharp-Right-Turn
0.886,0.504,3.194,1.36,,Move-Forward,Move-Forward
1.295,0.724,1.896,0.83,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.463,1.415,0.507,,Move-Forward,Move-Forward
1.197,0.584,1.581,0.983,,Sharp-Right-Turn,Sharp-Right-Turn
1.467,0.775,1.531,0.747,,Sharp-Right-Turn,Sharp-Right-Turn
0.817,0.891,1.222,3.677,,Move-Forward,Move-Forward
0.785,0.815,1.294,3.645,,Move-Forward,Move-Forward
0.844,0.453,1.439,0.432,,Move-Forward,Move-Forward
1.504,0.742,1.575,0.749,,Sharp-Right-Turn,Sharp-Right-Turn
3.037,0.684,1.538,0.659,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.782,1.453,0.789,,Move-Forward,Move-Forward
0.785,0.804,1.347,0.647,,Move-Forward,Move-Forward
0.833,0.51,1.74,1.397,,Move-Forward,Move-Forward
0.832,0.608,1.515,0.946,,Move-Forward,Move-Forward
0.774,0.76,1.517,0.766,,Move-Forward,Move-Forward
0.865,0.77,2.82,1.57,,Move-Forward,Move-Forward
1.39,0.541,1.746,1.391,,Sharp-Right-Turn,Sharp-Right-Turn
1.952,0.579,1.953,1.743,,Sharp-Right-Turn,Sharp-Right-Turn
0.864,0.502,2.586,1.374,,Move-Forward,Move-Forward
2.714,0.649,1.633,0.988,,Sharp-Right-Turn,Sharp-Right-Turn
2.63,0.682,2.733,0.967,,Sharp-Right-Turn,Sharp-Right-Turn
0.889,0.498,3.205,1.357,,Move-Forward,Move-Forward
0.888,0.5,2.584,1.358,,Move-Forward,Move-Forward
0.822,0.583,1.676,1.295,,Move-Forward,Move-Forward
0.805,0.887,1.268,4.834,,Move-Forward,Move-Forward
0.797,0.781,1.448,0.859,,Move-Forward,Move-Forward
2.482,0.72,1.974,1.106,,Sharp-Right-Turn,Sharp-Right-Turn
0.869,0.808,1.309,2.562,,Move-Forward,Move-Forward
1.224,0.79,1.272,0.882,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.585,1.675,1.293,,Move-Forward,Move-Forward
2.647,0.558,1.735,1.061,,Sharp-Right-Turn,Sharp-Right-Turn
0.86,0.475,3.211,1.336,,Move-Forward,Move-Forward
1.304,0.666,1.343,0.947,,Sharp-Right-Turn,Sharp-Right-Turn
0.865,0.5,3.188,1.377,,Move-Forward,Move-Forward
0.762,0.683,1.538,0.711,,Move-Forward,Move-Forward
0.942,0.76,2.166,0.867,,Sharp-Right-Turn,Move-Forward
0.816,0.506,1.414,0.488,,Move-Forward,Move-Forward
2.704,0.588,1.695,1.008,,Sharp-Right-Turn,Sharp-Right-Turn
1.244,0.568,1.718,0.638,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.53,2.445,1.162,,Move-Forward,Move-Forward
2.672,0.701,2.715,0.941,,Sharp-Right-Turn,Sharp-Right-Turn
0.837,0.483,0.881,1.413,,Move-Forward,Move-Forward
0.826,0.455,3.252,1.384,,Move-Forward,Move-Forward
1.094,0.567,2.671,0.937,,Sharp-Right-Turn,Sharp-Right-Turn
0.804,0.501,1.752,1.205,,Move-Forward,Move-Forward
3.151,0.604,1.48,0.549,,Sharp-Right-Turn,Sharp-Right-Turn
1.268,0.545,1.758,0.979,,Sharp-Right-Turn,Sharp-Right-Turn
1.569,0.737,1.385,0.611,,Sharp-Right-Turn,Sharp-Right-Turn
0.844,0.467,2.605,1.007,,Move-Forward,Move-Forward
0.791,0.885,2.361,0.925,,Move-Forward,Move-Forward
0.87,0.476,2.587,1.377,,Move-Forward,Move-Forward
0.918,0.578,1.731,1.191,,Sharp-Right-Turn,Move-Forward
1.044,0.719,1.086,1.064,,Sharp-Right-Turn,Sharp-Right-Turn
1.215,0.787,1.275,0.89,,Sharp-Right-Turn,Sharp-Right-Turn
0.894,0.659,1.456,0.736,,Move-Forward,Move-Forward
0.776,0.747,2.145,0.911,,Move-Forward,Move-Forward
0.783,0.733,1.559,0.722,,Move-Forward,Move-Forward
0.853,0.835,1.28,2.582,,Move-Forward,Move-Forward
3.272,0.795,1.46,0.444,,Sharp-Right-Turn,Sharp-Right-Turn
0.569,0.769,2.889,1.578,,Move-Forward,Move-Forward
0.815,0.808,1.305,3.623,,Move-Forward,Move-Forward
0.767,0.788,1.349,0.789,,Move-Forward,Move-Forward
0.789,0.87,2.211,1.172,,Move-Forward,Move-Forward
0.907,0.582,1.715,1.203,,Sharp-Right-Turn,Move-Forward
0.573,0.512,1.886,0.908,,Move-Forward,Move-Forward
0.847,0.431,2.658,0.802,,Move-Forward,Move-Forward
0.589,0.801,2.014,1.908,,Move-Forward,Move-Forward
0.807,0.579,0.88,1.302,,Move-Forward,Move-Forward
1.495,0.685,1.85,1.483,,Sharp-Right-Turn,Sharp-Right-Turn
1.133,0.554,2.699,0.897,,Sharp-Right-Turn,Sharp-Right-Turn
0.856,0.648,1.543,1.261,,Move-Forward,Move-Forward
0.804,0.607,1.629,1.303,,Move-Forward,Move-Forward
1.423,0.72,1.628,2.074,,Sharp-Right-Turn,Sharp-Right-Turn
1.565,0.758,1.612,0.692,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.834,1.303,3.72,,Move-Forward,Move-Forward
1.292,0.601,2.128,0.634,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.845,1.27,2.565,,Move-Forward,Move-Forward
2.23,0.599,2.143,0.691,,Sharp-Right-Turn,Sharp-Right-Turn
0.896,0.575,1.725,1.214,,Move-Forward,Move-Forward
0.826,0.577,1.679,1.287,,Move-Forward,Move-Forward
0.82,4.409,0.887,2.528,,Move-Forward,Move-Forward
0.667,0.747,2.927,1.81,,Move-Forward,Move-Forward
0.769,0.791,2.755,4.312,,Move-Forward,Move-Forward
1.05,0.58,1.112,1.19,,Sharp-Right-Turn,Sharp-Right-Turn
0.806,0.682,1.433,0.681,,Move-Forward,Move-Forward
0.837,0.645,1.497,1.279,,Move-Forward,Move-Forward
0.791,0.767,2.785,1.283,,Move-Forward,Move-Forward
0.6,0.76,2.926,1.523,,Move-Forward,Move-Forward
0.902,0.616,1.355,0.547,,Sharp-Right-Turn,Move-Forward
0.879,0.838,1.321,0.528,,Move-Forward,Move-Forward
2.82,0.623,1.647,0.891,,Sharp-Right-Turn,Sharp-Right-Turn
0.833,0.572,1.33,0.54,,Move-Forward,Move-Forward
0.815,0.978,1.239,3.676,,Move-Forward,Move-Forward
1.156,0.595,1.686,1.641,,Sharp-Right-Turn,Sharp-Right-Turn
2.378,0.527,1.767,1.319,,Sharp-Right-Turn,Sharp-Right-Turn
1.399,0.694,1.425,0.814,,Sharp-Right-Turn,Sharp-Right-Turn
2.935,0.714,1.546,0.77,,Sharp-Right-Turn,Sharp-Right-Turn
0.864,0.461,1.435,0.796,,Move-Forward,Move-Forward
1.525,0.739,1.379,0.689,,Sharp-Right-Turn,Sharp-Right-Turn
1.553,0.729,1.393,0.629,,Sharp-Right-Turn,Sharp-Right-Turn
0.76,0.651,3.021,0.745,,Move-Forward,Move-Forward
0.917,0.734,1.383,0.533,,Sharp-Right-Turn,Move-Forward
0.812,0.884,1.231,2.652,,Move-Forward,Move-Forward
0.768,0.411,2.658,0.91,,Move-Forward,Move-Forward
1.284,0.545,1.728,0.951,,Sharp-Right-Turn,Sharp-Right-Turn
1.989,0.578,2.097,0.714,,Sharp-Right-Turn,Sharp-Right-Turn
1.173,0.686,3.014,1.585,,Sharp-Right-Turn,Sharp-Right-Turn
0.846,0.714,1.548,0.772,,Move-Forward,Move-Forward
1.013,0.567,1.076,1.226,,Sharp-Right-Turn,Sharp-Right-Turn
1.348,0.627,1.495,0.836,,Sharp-Right-Turn,Sharp-Right-Turn
0.756,0.682,1.556,0.685,,Move-Forward,Move-Forward
0.828,0.49,1.772,1.395,,Move-Forward,Move-Forward
0.766,0.567,1.383,0.531,,Move-Forward,Move-Forward
1.533,0.686,1.433,0.648,,Sharp-Right-Turn,Sharp-Right-Turn
2.126,0.575,2.025,0.769,,Sharp-Right-Turn,Sharp-Right-Turn
0.775,0.576,3.133,1.256,,Move-Forward,Move-Forward
0.684,0.74,2.949,1.673,,Move-Forward,Move-Forward
0.913,0.505,1.937,1.566,,Sharp-Right-Turn,Move-Forward
2.684,0.565,1.721,1.025,,Sharp-Right-Turn,Sharp-Right-Turn
0.9,0.692,1.573,1.375,,Move-Forward,Move-Forward
0.762,0.72,1.566,0.674,,Move-Forward,Move-Forward
0.878,0.718,1.393,0.583,,Move-Forward,Move-Forward
1.615,0.745,1.37,0.583,,Sharp-Right-Turn,Sharp-Right-Turn
0.836,0.428,1.482,0.797,,Move-Forward,Move-Forward
0.91,0.583,1.72,1.201,,Sharp-Right-Turn,Move-Forward
0.923,0.714,1.337,0.655,,Sharp-Right-Turn,Move-Forward
0.758,0.601,1.629,0.838,,Move-Forward,Move-Forward
2.783,0.615,1.662,0.928,,Sharp-Right-Turn,Sharp-Right-Turn
1.226,0.632,1.286,1.025,,Sharp-Right-Turn,Sharp-Right-Turn
1.161,0.546,1.723,0.613,,Sharp-Right-Turn,Sharp-Right-Turn
1.195,0.692,1.581,0.923,,Sharp-Right-Turn,Sharp-Right-Turn
1.415,0.651,1.473,0.758,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.841,1.284,2.664,,Move-Forward,Move-Forward
1.292,0.856,1.469,2.187,,Sharp-Right-Turn,Sharp-Right-Turn
3.334,0.801,1.448,0.378,,Sharp-Right-Turn,Sharp-Right-Turn
0.893,0.788,1.319,0.845,,Move-Forward,Move-Forward
1.212,0.627,1.547,0.996,,Sharp-Right-Turn,Sharp-Right-Turn
0.837,0.92,2.254,1.622,,Move-Forward,Move-Forward
0.769,0.8,2.746,5,,Move-Forward,Move-Forward
0.896,0.549,1.768,1.086,,Move-Forward,Move-Forward
1.115,0.605,3.092,1.138,,Sharp-Right-Turn,Sharp-Right-Turn
1.411,0.729,1.592,2.11,,Sharp-Right-Turn,Sharp-Right-Turn
0.97,0.678,1.595,0.782,,Sharp-Right-Turn,Move-Forward
0.824,0.44,2.67,1.38,,Move-Forward,Move-Forward
3.031,0.683,1.576,0.676,,Sharp-Right-Turn,Sharp-Right-Turn
0.912,0.716,1.396,0.77,,Sharp-Right-Turn,Move-Forward
1.027,0.604,1.089,1.182,,Sharp-Right-Turn,Sharp-Right-Turn
1.09,0.619,1.544,0.976,,Sharp-Right-Turn,Sharp-Right-Turn
1.303,0.632,1.505,0.885,,Sharp-Right-Turn,Sharp-Right-Turn
0.815,0.662,2.464,1.226,,Move-Forward,Move-Forward
2.585,0.667,2.149,0.936,,Sharp-Right-Turn,Sharp-Right-Turn
0.968,0.763,2.878,1.154,,Sharp-Right-Turn,Move-Forward
0.655,0.534,0.914,1.359,,Move-Forward,Move-Forward
0.856,0.781,2.347,1.432,,Move-Forward,Move-Forward
0.826,0.552,1.701,1.158,,Move-Forward,Move-Forward
1.44,0.695,2.279,1.133,,Sharp-Right-Turn,Sharp-Right-Turn
1.15,0.559,1.719,1.074,,Sharp-Right-Turn,Sharp-Right-Turn
0.989,0.63,3.068,1.708,,Sharp-Right-Turn,Sharp-Right-Turn
0.794,0.759,1.494,0.82,,Move-Forward,Move-Forward
0.808,0.579,1.653,5,,Move-Forward,Move-Forward
3.256,0.79,1.466,0.457,,Sharp-Right-Turn,Sharp-Right-Turn
1.035,0.644,2.149,0.736,,Sharp-Right-Turn,Sharp-Right-Turn
1.215,0.589,1.579,0.963,,Sharp-Right-Turn,Sharp-Right-Turn
0.805,0.479,1.431,0.378,,Move-Forward,Move-Forward
1.311,0.633,1.49,0.88,,Sharp-Right-Turn,Sharp-Right-Turn
0.965,0.831,1.299,2.47,,Sharp-Right-Turn,Move-Forward
1.333,0.748,1.394,0.783,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.979,1.234,0.902,,Move-Forward,Move-Forward
0.794,0.729,1.532,0.79,,Move-Forward,Move-Forward
0.933,0.693,1.571,1.875,,Sharp-Right-Turn,Move-Forward
1.269,0.559,1.503,0.976,,Sharp-Right-Turn,Sharp-Right-Turn
2.342,0.535,1.783,1.355,,Sharp-Right-Turn,Sharp-Right-Turn
1.098,0.565,1.936,0.837,,Sharp-Right-Turn,Sharp-Right-Turn
2.678,0.551,1.712,1.01,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.549,1.706,1.156,,Move-Forward,Move-Forward
1.039,0.721,2.965,0.812,,Sharp-Right-Turn,Sharp-Right-Turn
1.054,0.758,2.925,1.005,,Sharp-Right-Turn,Sharp-Right-Turn
0.776,0.366,2.645,0.862,,Move-Forward,Move-Forward
0.808,0.825,1.368,0.736,,Move-Forward,Move-Forward
1.224,0.798,1.277,0.88,,Sharp-Right-Turn,Sharp-Right-Turn
2.184,0.582,2.081,0.719,,Sharp-Right-Turn,Sharp-Right-Turn
0.774,0.738,2.144,4.3,,Move-Forward,Move-Forward
2.708,0.574,1.698,0.979,,Sharp-Right-Turn,Sharp-Right-Turn
0.866,0.488,2.58,1.373,,Move-Forward,Move-Forward
2.621,0.603,1.673,1.068,,Sharp-Right-Turn,Sharp-Right-Turn
0.989,0.685,2.294,1.991,,Sharp-Right-Turn,Sharp-Right-Turn
3.118,0.73,1.526,0.594,,Sharp-Right-Turn,Sharp-Right-Turn
1.292,0.726,1.355,0.819,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.741,2.816,5,,Move-Forward,Move-Forward
0.785,0.373,2.149,0.895,,Move-Forward,Move-Forward
0.83,0.411,1.462,0.429,,Move-Forward,Move-Forward
1.257,0.689,2.999,0.958,,Sharp-Right-Turn,Sharp-Right-Turn
0.96,0.781,2.87,1.425,,Sharp-Right-Turn,Move-Forward
0.919,0.586,1.72,1.192,,Sharp-Right-Turn,Move-Forward
0.806,0.901,2.364,1.951,,Move-Forward,Move-Forward
0.83,0.619,1.738,1.153,,Move-Forward,Move-Forward
2.751,0.723,2.163,0.872,,Sharp-Right-Turn,Sharp-Right-Turn
2.744,0.647,1.624,0.945,,Sharp-Right-Turn,Sharp-Right-Turn
0.829,0.914,1.99,1.425,,Move-Forward,Move-Forward
1.395,0.622,1.715,1.985,,Sharp-Right-Turn,Sharp-Right-Turn
1.412,0.732,1.593,2.107,,Sharp-Right-Turn,Sharp-Right-Turn
3.163,0.597,1.474,0.537,,Sharp-Right-Turn,Sharp-Right-Turn
1.121,0.573,1.708,0.612,,Sharp-Right-Turn,Sharp-Right-Turn
0.764,0.713,3.251,0.65,,Move-Forward,Move-Forward
0.778,0.743,1.511,1.48,,Move-Forward,Move-Forward
1.424,0.754,2.06,0.997,,Sharp-Right-Turn,Sharp-Right-Turn
2.394,0.525,1.789,1.301,,Sharp-Right-Turn,Sharp-Right-Turn
1.007,0.539,1.902,1.479,,Sharp-Right-Turn,Sharp-Right-Turn
0.818,3.661,0.881,2.53,,Move-Forward,Move-Forward
1.392,0.691,1.419,0.825,,Sharp-Right-Turn,Sharp-Right-Turn
