Sensor1,Sensor2,Sensor3,Sensor4,,Actual,Predicted
0.79,0.791,2.778,0.922,,Sharp-Right-Turn,Sharp-Right-Turn
0.79,0.789,2.779,0.917,,Sharp-Right-Turn,Sharp-Right-Turn
0.789,0.784,2.131,4.316,,Sharp-Right-Turn,Sharp-Right-Turn
0.788,0.779,2.129,4.313,,Sharp-Right-Turn,Sharp-Right-Turn
0.787,0.773,2.128,4.313,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.771,2.133,0.951,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,0.77,2.79,0.903,,Sharp-Right-Turn,Sharp-Right-Turn
0.787,0.768,2.142,0.9,,Sharp-Right-Turn,Sharp-Right-Turn
0.79,0.398,2.652,0.894,,Sharp-Right-Turn,Sharp-Right-Turn
0.8,0.389,2.646,0.888,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,0.387,2.647,0.886,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,0.384,2.647,0.883,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.383,2.147,0.885,,Sharp-Right-Turn,Sharp-Right-Turn
0.787,0.777,3.266,0.881,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.765,2.662,0.876,,Sharp-Right-Turn,Sharp-Right-Turn
0.793,0.863,2.651,0.875,,Sharp-Right-Turn,Sharp-Right-Turn
0.81,0.78,2.649,0.873,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.371,2.65,0.868,,Sharp-Right-Turn,Sharp-Right-Turn
1.799,0.368,2.375,0.867,,Slight-Right-Turn,Slight-Right-Turn
0.949,0.366,2.654,0.866,,Slight-Right-Turn,Slight-Right-Turn
0.944,0.364,2.649,0.866,,Slight-Right-Turn,Slight-Right-Turn
0.94,0.761,2.166,0.866,,Move-Forward,Move-Forward
0.939,0.76,2.167,0.87,,Move-Forward,Move-Forward
0.942,0.767,2.167,0.867,,Move-Forward,Move-Forward
0.939,0.76,2.167,0.87,,Move-Forward,Move-Forward
0.942,0.76,2.166,0.867,,Move-Forward,Move-Forward
0.937,0.76,2.165,0.87,,Move-Forward,Move-Forward
0.933,0.77,2.163,0.878,,Move-Forward,Move-Forward
0.926,0.865,2.662,0.887,,Move-Forward,Move-Forward
0.914,0.75,2.666,0.895,,Move-Forward,Move-Forward
0.911,0.746,2.671,0.908,,Move-Forward,Move-Forward
1.742,0.742,2.677,0.92,,Move-Forward,Move-Forward
1.726,0.384,2.683,0.915,,Slight-Right-Turn,Slight-Right-Turn
1.708,0.386,2.69,0.926,,Slight-Right-Turn,Slight-Right-Turn
1.693,0.389,2.7,0.934,,Slight-Right-Turn,Slight-Right-Turn
2.678,0.396,2.121,0.946,,Slight-Right-Turn,Slight-Right-Turn
2.089,0.438,2.713,0.959,,Slight-Right-Turn,Slight-Right-Turn
2.642,0.444,2.719,0.971,,Slight-Right-Turn,Slight-Right-Turn
2.625,0.698,2.725,0.984,,Move-Forward,Move-Forward
2.609,0.693,2.156,0.996,,Move-Forward,Move-Forward
2.593,0.688,2.151,1.008,,Move-Forward,Move-Forward
2.579,0.683,2.183,1.019,,Move-Forward,Move-Forward
2.564,0.678,2.146,1.03,,Move-Forward,Move-Forward
2.551,0.471,2.752,1.041,,Slight-Right-Turn,Slight-Right-Turn
2.537,0.48,2.759,1.051,,Slight-Right-Turn,Slight-Right-Turn
2.524,0.662,2.764,1.061,,Move-Forward,Move-Forward
2.51,0.658,2.768,1.072,,Move-Forward,Move-Forward
0.723,0.577,2.773,1.083,,Sharp-Right-Turn,Sharp-Right-Turn
2.481,0.649,2.217,1.035,,Move-Forward,Move-Forward
2.467,0.559,2.186,1.046,,Move-Forward,Move-Forward
2.451,0.64,2.06,1.06,,Move-Forward,Move-Forward
1.984,0.626,2.059,1.074,,Move-Forward,Move-Forward
1.413,0.631,2.14,1.088,,Move-Forward,Move-Forward
1.967,0.607,2.478,1.098,,Move-Forward,Slight-Right-Turn
1.965,0.623,2.46,1.115,,Move-Forward,Slight-Right-Turn
0.69,0.619,2.809,1.129,,Sharp-Right-Turn,Sharp-Right-Turn
2.356,0.615,2.161,0.61,,Move-Forward,Move-Forward
1.329,0.61,2.144,0.616,,Move-Forward,Move-Forward
1.309,0.606,2.138,0.625,,Move-Forward,Move-Forward
1.292,0.601,2.128,0.634,,Move-Forward,Move-Forward
1.275,0.597,2.126,0.648,,Move-Forward,Move-Forward
1.266,0.592,2.147,0.663,,Move-Forward,Move-Forward
1.247,0.588,2.134,0.674,,Move-Forward,Move-Forward
1.228,0.583,2.84,0.687,,Move-Forward,Move-Forward
1.231,0.582,2.203,0.7,,Move-Forward,Move-Forward
2.2,0.575,2.108,0.71,,Move-Forward,Move-Forward
2.182,0.568,2.095,0.727,,Move-Forward,Move-Forward
2.163,0.565,2.024,0.738,,Move-Forward,Move-Forward
1.156,0.562,2.146,0.752,,Move-Forward,Move-Forward
2.125,0.559,2.132,0.768,,Move-Forward,Move-Forward
2.105,0.555,2.816,0.783,,Move-Forward,Move-Forward
2.086,0.551,2.803,0.798,,Move-Forward,Move-Forward
2.067,0.547,2.79,0.813,,Move-Forward,Move-Forward
2.047,0.544,2.169,0.832,,Move-Forward,Move-Forward
2.027,0.54,2.161,0.844,,Move-Forward,Move-Forward
2.007,0.536,2.143,0.862,,Move-Forward,Move-Forward
1.988,0.533,2.136,0.877,,Move-Forward,Move-Forward
1.968,0.529,2.07,0.893,,Move-Forward,Move-Forward
1.949,0.526,1.898,0.907,,Move-Forward,Move-Forward
1.93,0.522,1.892,0.923,,Move-Forward,Move-Forward
1.91,0.519,1.893,0.938,,Move-Forward,Move-Forward
1.891,0.516,2.15,0.953,,Move-Forward,Move-Forward
0.914,0.512,1.935,0.969,,Move-Forward,Sharp-Right-Turn
0.884,0.509,2.655,0.985,,Sharp-Right-Turn,Sharp-Right-Turn
0.867,0.506,1.871,1,,Sharp-Right-Turn,Sharp-Right-Turn
0.848,0.503,1.869,1.019,,Sharp-Right-Turn,Sharp-Right-Turn
0.831,0.499,1.867,1.032,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.496,1.866,1.05,,Sharp-Right-Turn,Sharp-Right-Turn
0.802,0.493,1.865,1.063,,Sharp-Right-Turn,Sharp-Right-Turn
0.789,0.49,1.864,1.076,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.488,1.794,1.083,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.487,1.797,1.156,,Sharp-Right-Turn,Sharp-Right-Turn
0.802,0.487,1.8,1.07,,Sharp-Right-Turn,Sharp-Right-Turn
0.802,0.486,1.802,1.069,,Sharp-Right-Turn,Sharp-Right-Turn
1.528,0.486,1.801,1.068,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.485,1.805,1.067,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.485,1.806,1.066,,Slight-Right-Turn,Slight-Right-Turn
1.528,0.485,1.809,1.066,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.485,1.806,1.066,,Slight-Right-Turn,Slight-Right-Turn
1.524,0.485,1.805,1.067,,Slight-Right-Turn,Slight-Right-Turn
1.527,0.485,1.808,1.067,,Slight-Right-Turn,Slight-Right-Turn
1.526,0.485,1.803,1.065,,Slight-Right-Turn,Slight-Right-Turn
1.523,0.485,1.8,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.522,0.485,1.803,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.485,1.804,1.068,,Slight-Right-Turn,Slight-Right-Turn
1.522,0.485,1.807,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.522,0.484,1.803,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.521,0.485,1.809,1.067,,Slight-Right-Turn,Slight-Right-Turn
1.521,0.484,1.806,1.07,,Slight-Right-Turn,Slight-Right-Turn
1.524,0.484,1.807,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.527,0.484,1.806,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.523,0.484,1.812,1.07,,Slight-Right-Turn,Slight-Right-Turn
1.523,0.484,1.808,1.067,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.484,2.596,1.07,,Slight-Right-Turn,Slight-Right-Turn
1.522,0.484,1.811,1.068,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.484,2.598,1.071,,Slight-Right-Turn,Slight-Right-Turn
1.527,0.483,2.599,1.071,,Slight-Right-Turn,Slight-Right-Turn
1.527,0.483,2.621,1.068,,Slight-Right-Turn,Slight-Right-Turn
1.523,0.483,1.81,1.072,,Slight-Right-Turn,Slight-Right-Turn
1.735,0.483,1.807,1.072,,Slight-Right-Turn,Slight-Right-Turn
1.735,0.483,1.806,1.069,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.483,2.594,1.073,,Slight-Right-Turn,Slight-Right-Turn
1.734,0.483,2.019,1.073,,Slight-Right-Turn,Slight-Right-Turn
1.733,0.483,2.023,1.073,,Slight-Right-Turn,Slight-Right-Turn
1.525,0.483,2.016,1.073,,Slight-Right-Turn,Slight-Right-Turn
1.733,0.483,2.016,1.073,,Slight-Right-Turn,Slight-Right-Turn
1.732,0.483,2.019,1.07,,Slight-Right-Turn,Slight-Right-Turn
1.732,0.483,1.991,1.073,,Slight-Right-Turn,Slight-Right-Turn
1.731,0.483,1.991,1.074,,Slight-Right-Turn,Slight-Right-Turn
1.731,0.483,1.991,1.071,,Slight-Right-Turn,Slight-Right-Turn
1.731,0.482,1.991,1.072,,Slight-Right-Turn,Slight-Right-Turn
1.731,0.482,2.61,1.072,,Slight-Right-Turn,Slight-Right-Turn
1.731,0.482,1.994,1.072,,Slight-Right-Turn,Slight-Right-Turn
1.731,0.482,1.991,1.072,,Slight-Right-Turn,Slight-Right-Turn
1.729,0.483,2.054,1.076,,Slight-Right-Turn,Slight-Right-Turn
1.726,0.482,2.592,1.075,,Slight-Right-Turn,Slight-Right-Turn
1.722,0.482,2.585,1.078,,Slight-Right-Turn,Slight-Right-Turn
1.716,0.481,2.582,1.083,,Slight-Right-Turn,Slight-Right-Turn
1.707,0.48,1.975,1.089,,Slight-Right-Turn,Slight-Right-Turn
0.583,0.479,1.962,1.097,,Sharp-Right-Turn,Sharp-Right-Turn
0.584,0.478,1.949,1.106,,Sharp-Right-Turn,Sharp-Right-Turn
1.678,0.477,1.771,1.115,,Slight-Right-Turn,Slight-Right-Turn
1.668,0.477,1.877,1.124,,Slight-Right-Turn,Slight-Right-Turn
1.658,0.476,1.901,1.132,,Slight-Right-Turn,Slight-Right-Turn
1.65,0.475,1.868,1.139,,Slight-Right-Turn,Slight-Right-Turn
1.644,0.475,1.863,1.145,,Slight-Right-Turn,Slight-Right-Turn
1.637,0.475,1.859,1.151,,Slight-Right-Turn,Slight-Right-Turn
1.431,0.475,1.857,1.157,,Slight-Right-Turn,Slight-Right-Turn
1.425,0.475,1.856,1.162,,Slight-Right-Turn,Slight-Right-Turn
1.617,0.475,1.854,1.169,,Slight-Right-Turn,Slight-Right-Turn
1.417,0.476,1.849,1.177,,Slight-Right-Turn,Slight-Right-Turn
1.403,0.476,1.847,1.188,,Slight-Right-Turn,Slight-Right-Turn
1.392,0.478,1.845,1.197,,Slight-Right-Turn,Slight-Right-Turn
1.384,0.478,1.842,1.207,,Slight-Right-Turn,Slight-Right-Turn
1.376,0.479,1.84,0.577,,Slight-Right-Turn,Slight-Right-Turn
1.371,0.481,1.834,0.578,,Slight-Right-Turn,Slight-Right-Turn
1.363,0.483,1.831,0.578,,Slight-Right-Turn,Slight-Right-Turn
1.355,0.484,1.829,0.579,,Slight-Right-Turn,Move-Forward
1.532,0.486,1.826,0.579,,Slight-Right-Turn,Slight-Right-Turn
1.522,0.488,1.823,1.264,,Slight-Right-Turn,Slight-Right-Turn
1.511,0.49,1.82,1.27,,Slight-Right-Turn,Slight-Right-Turn
1.501,0.492,1.816,1.28,,Slight-Right-Turn,Move-Forward
1.491,0.494,1.813,1.289,,Slight-Right-Turn,Move-Forward
1.481,0.495,1.811,1.299,,Move-Forward,Move-Forward
1.471,0.498,1.807,1.308,,Move-Forward,Move-Forward
1.461,0.5,1.801,0.591,,Move-Forward,Slight-Right-Turn
1.45,0.502,1.798,0.592,,Move-Forward,Slight-Right-Turn
1.44,0.505,1.794,1.342,,Move-Forward,Slight-Right-Turn
1.427,0.509,1.789,1.352,,Move-Forward,Slight-Right-Turn
1.414,0.513,1.784,0.847,,Move-Forward,Slight-Right-Turn
1.398,0.517,1.778,0.861,,Move-Forward,Slight-Right-Turn
1.383,0.522,1.772,0.596,,Move-Forward,Move-Forward
1.367,0.527,1.766,0.89,,Move-Forward,Move-Forward
1.35,0.532,1.759,0.606,,Move-Forward,Move-Forward
1.332,0.538,1.753,0.608,,Move-Forward,Move-Forward
1.314,0.544,1.746,0.614,,Move-Forward,Move-Forward
1.297,0.55,1.739,0.622,,Move-Forward,Move-Forward
1.279,0.556,1.732,0.625,,Move-Forward,Move-Forward
1.262,0.562,1.725,0.634,,Move-Forward,Move-Forward
1.244,0.568,1.718,0.638,,Move-Forward,Move-Forward
1.226,0.574,1.712,0.647,,Move-Forward,Move-Forward
1.207,0.581,1.704,0.652,,Move-Forward,Move-Forward
1.189,0.588,1.697,1.065,,Move-Forward,Move-Forward
1.17,0.594,1.69,0.662,,Move-Forward,Move-Forward
1.151,0.601,1.682,0.669,,Move-Forward,Move-Forward
1.132,0.608,1.674,0.676,,Move-Forward,Move-Forward
1.112,0.615,1.667,0.682,,Move-Forward,Move-Forward
1.093,0.621,1.659,0.689,,Move-Forward,Move-Forward
1.073,0.628,1.652,0.695,,Move-Forward,Move-Forward
1.056,0.635,1.644,0.703,,Move-Forward,Move-Forward
1.037,0.642,1.636,0.706,,Move-Forward,Move-Forward
1.014,0.646,1.628,0.713,,Move-Forward,Move-Forward
0.994,0.654,1.62,0.72,,Move-Forward,Move-Forward
0.974,0.666,1.612,0.726,,Move-Forward,Move-Forward
0.956,0.67,1.604,1.311,,Move-Forward,Move-Forward
0.937,0.678,1.594,1.34,,Move-Forward,Move-Forward
0.919,0.685,1.585,1.353,,Move-Forward,Sharp-Right-Turn
0.9,0.692,1.573,1.375,,Sharp-Right-Turn,Sharp-Right-Turn
0.882,0.699,1.565,1.933,,Sharp-Right-Turn,Move-Forward
0.864,0.706,1.557,0.768,,Sharp-Right-Turn,Sharp-Right-Turn
0.846,0.714,1.548,0.772,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.72,1.54,1.44,,Sharp-Right-Turn,Sharp-Right-Turn
0.811,0.727,1.53,0.791,,Sharp-Right-Turn,Sharp-Right-Turn
0.798,0.731,1.525,2.494,,Sharp-Right-Turn,Move-Forward
0.793,0.731,1.529,0.788,,Sharp-Right-Turn,Sharp-Right-Turn
0.794,0.729,1.532,0.79,,Sharp-Right-Turn,Sharp-Right-Turn
0.796,0.727,1.534,1.465,,Sharp-Right-Turn,Sharp-Right-Turn
0.797,0.727,1.534,0.791,,Sharp-Right-Turn,Sharp-Right-Turn
0.797,0.727,1.533,1.461,,Sharp-Right-Turn,Sharp-Right-Turn
0.796,0.727,1.534,1.461,,Sharp-Right-Turn,Sharp-Right-Turn
0.796,0.727,1.537,0.823,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.727,1.538,0.818,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.726,1.537,0.806,,Sharp-Right-Turn,Sharp-Right-Turn
0.798,0.726,1.538,0.8,,Sharp-Right-Turn,Sharp-Right-Turn
0.797,0.725,1.539,0.805,,Sharp-Right-Turn,Sharp-Right-Turn
0.796,0.725,1.539,0.795,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.727,1.537,0.763,,Sharp-Right-Turn,Sharp-Right-Turn
0.791,0.739,1.537,0.76,,Sharp-Right-Turn,Sharp-Right-Turn
0.789,0.728,1.539,0.757,,Sharp-Right-Turn,Sharp-Right-Turn
0.788,0.727,1.54,0.75,,Sharp-Right-Turn,Sharp-Right-Turn
0.787,0.723,1.541,0.747,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.722,1.543,0.744,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,0.721,1.548,0.745,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.721,1.55,0.736,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.724,1.552,0.733,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.727,1.554,0.729,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.733,1.559,0.722,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,1.152,1.564,0.719,,Sharp-Right-Turn,Sharp-Right-Turn
0.896,0.73,1.584,0.712,,Sharp-Right-Turn,Move-Forward
0.835,0.733,1.569,0.71,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.736,1.571,0.708,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.754,1.578,0.705,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.827,1.591,0.709,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,0.757,1.608,0.699,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.785,2.908,0.697,,Sharp-Right-Turn,Sharp-Right-Turn
0.809,0.779,2.91,0.695,,Sharp-Right-Turn,Sharp-Right-Turn
0.819,0.772,1.629,0.694,,Sharp-Right-Turn,Sharp-Right-Turn
1.564,0.75,1.626,0.693,,Move-Forward,Move-Forward
1.565,0.758,1.612,0.692,,Move-Forward,Move-Forward
1.566,0.761,1.618,0.691,,Move-Forward,Move-Forward
1.566,0.758,1.62,0.691,,Move-Forward,Move-Forward
1.564,0.776,1.637,0.693,,Move-Forward,Move-Forward
1.557,0.758,1.614,0.699,,Move-Forward,Move-Forward
1.557,0.758,1.629,0.7,,Move-Forward,Move-Forward
1.556,0.757,1.628,0.701,,Move-Forward,Move-Forward
1.555,0.757,1.624,0.704,,Move-Forward,Move-Forward
1.552,0.755,1.62,0.706,,Move-Forward,Move-Forward
1.545,0.753,1.617,0.713,,Move-Forward,Move-Forward
1.535,0.746,1.605,0.722,,Move-Forward,Move-Forward
1.524,0.742,1.597,0.734,,Move-Forward,Move-Forward
1.511,0.74,1.587,0.746,,Move-Forward,Move-Forward
1.496,0.735,1.572,0.761,,Move-Forward,Move-Forward
1.48,0.729,1.559,0.777,,Move-Forward,Move-Forward
1.463,0.724,2.855,0.793,,Move-Forward,Move-Forward
1.447,0.717,2.964,0.809,,Move-Forward,Move-Forward
1.429,0.71,2.878,0.827,,Move-Forward,Move-Forward
1.411,0.704,2.977,0.845,,Move-Forward,Move-Forward
1.392,0.7,2.893,0.864,,Move-Forward,Move-Forward
1.377,0.699,2.211,0.882,,Move-Forward,Move-Forward
1.355,0.689,2.226,0.901,,Move-Forward,Move-Forward
1.336,0.684,1.431,0.92,,Move-Forward,Move-Forward
1.318,0.677,2.254,0.939,,Move-Forward,Move-Forward
1.298,0.671,2.934,0.958,,Move-Forward,Move-Forward
1.278,0.665,2.286,0.977,,Move-Forward,Move-Forward
1.261,0.656,2.963,0.997,,Move-Forward,Move-Forward
1.241,0.65,1.304,1.018,,Move-Forward,Move-Forward
1.22,0.643,1.281,1.038,,Move-Forward,Move-Forward
1.196,0.633,1.266,1.058,,Move-Forward,Move-Forward
1.178,0.626,1.242,1.079,,Move-Forward,Move-Forward
1.154,0.619,3.072,1.099,,Move-Forward,Move-Forward
1.135,0.612,3.084,1.119,,Move-Forward,Move-Forward
1.115,0.605,3.092,1.138,,Move-Forward,Move-Forward
1.096,0.599,1.165,1.157,,Move-Forward,Move-Forward
1.078,0.593,1.144,1.175,,Move-Forward,Move-Forward
1.06,0.586,1.123,1.193,,Move-Forward,Move-Forward
1.042,0.58,1.105,1.211,,Move-Forward,Move-Forward
1.024,0.573,1.09,1.229,,Move-Forward,Move-Forward
0.775,0.567,1.072,1.247,,Sharp-Right-Turn,Sharp-Right-Turn
0.763,0.561,1.05,1.266,,Sharp-Right-Turn,Sharp-Right-Turn
0.71,0.555,1.032,1.284,,Sharp-Right-Turn,Sharp-Right-Turn
0.698,0.548,1.013,1.303,,Sharp-Right-Turn,Sharp-Right-Turn
0.68,0.545,0.995,1.321,,Sharp-Right-Turn,Sharp-Right-Turn
0.667,0.539,0.982,1.338,,Sharp-Right-Turn,Sharp-Right-Turn
0.901,0.533,0.966,1.352,,Move-Forward,Sharp-Right-Turn
0.897,0.526,3.191,1.357,,Sharp-Right-Turn,Sharp-Right-Turn
0.9,0.522,3.184,1.354,,Sharp-Right-Turn,Sharp-Right-Turn
0.905,0.522,3.186,1.353,,Move-Forward,Sharp-Right-Turn
0.905,0.522,3.202,1.353,,Move-Forward,Sharp-Right-Turn
0.904,0.521,2.582,1.354,,Move-Forward,Sharp-Right-Turn
0.578,0.521,2.585,1.354,,Sharp-Right-Turn,Sharp-Right-Turn
0.901,0.521,3.191,1.355,,Move-Forward,Sharp-Right-Turn
0.901,0.52,2.582,1.357,,Move-Forward,Sharp-Right-Turn
0.576,0.519,3.189,1.363,,Sharp-Right-Turn,Sharp-Right-Turn
0.574,0.516,2.59,1.37,,Sharp-Right-Turn,Sharp-Right-Turn
0.573,0.513,2.592,1.377,,Sharp-Right-Turn,Sharp-Right-Turn
0.571,0.51,2.599,1.387,,Sharp-Right-Turn,Sharp-Right-Turn
0.862,0.507,2.603,1.396,,Sharp-Right-Turn,Sharp-Right-Turn
0.853,0.503,2.606,1.407,,Sharp-Right-Turn,Sharp-Right-Turn
0.842,0.501,2.611,1.411,,Sharp-Right-Turn,Sharp-Right-Turn
0.835,0.499,2.616,1.417,,Sharp-Right-Turn,Sharp-Right-Turn
0.833,0.497,2.62,1.42,,Sharp-Right-Turn,Sharp-Right-Turn
0.834,0.497,2.62,1.418,,Sharp-Right-Turn,Sharp-Right-Turn
0.835,0.496,2.62,1.417,,Sharp-Right-Turn,Sharp-Right-Turn
0.835,0.495,2.62,1.417,,Sharp-Right-Turn,Sharp-Right-Turn
0.836,0.495,3.22,1.416,,Sharp-Right-Turn,Sharp-Right-Turn
0.837,0.494,3.221,1.415,,Sharp-Right-Turn,Sharp-Right-Turn
0.838,0.493,0.903,1.413,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.492,0.903,1.412,,Sharp-Right-Turn,Sharp-Right-Turn
0.841,0.49,0.91,1.411,,Sharp-Right-Turn,Sharp-Right-Turn
0.843,0.489,0.914,1.411,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.488,2.613,1.413,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.486,2.614,1.413,,Sharp-Right-Turn,Sharp-Right-Turn
0.587,0.484,2.614,1.412,,Sharp-Right-Turn,Sharp-Right-Turn
0.845,0.481,2.615,1.418,,Sharp-Right-Turn,Sharp-Right-Turn
0.846,0.479,2.617,1.418,,Sharp-Right-Turn,Sharp-Right-Turn
0.845,0.477,2.618,1.415,,Sharp-Right-Turn,Sharp-Right-Turn
0.845,0.474,2.618,1.416,,Sharp-Right-Turn,Sharp-Right-Turn
0.845,0.473,2.623,1.417,,Sharp-Right-Turn,Sharp-Right-Turn
0.844,0.471,1.508,1.418,,Sharp-Right-Turn,Sharp-Right-Turn
0.844,0.469,1.501,0.569,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.468,1.495,1.427,,Sharp-Right-Turn,Sharp-Right-Turn
0.836,0.464,1.481,0.826,,Sharp-Right-Turn,Sharp-Right-Turn
0.838,0.461,1.476,0.822,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.459,1.47,0.821,,Sharp-Right-Turn,Sharp-Right-Turn
0.839,0.456,1.471,0.82,,Sharp-Right-Turn,Sharp-Right-Turn
0.839,0.454,2.638,0.517,,Sharp-Right-Turn,Sharp-Right-Turn
0.839,0.451,2.644,0.508,,Sharp-Right-Turn,Sharp-Right-Turn
0.839,0.449,2.644,0.495,,Sharp-Right-Turn,Sharp-Right-Turn
0.842,0.448,2.648,0.504,,Sharp-Right-Turn,Sharp-Right-Turn
0.833,0.446,1.491,0.488,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.451,1.485,0.484,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.446,1.451,0.482,,Sharp-Right-Turn,Sharp-Right-Turn
0.833,0.445,1.448,0.478,,Sharp-Right-Turn,Sharp-Right-Turn
0.832,0.443,1.445,0.467,,Sharp-Right-Turn,Sharp-Right-Turn
0.831,0.443,1.445,0.46,,Sharp-Right-Turn,Sharp-Right-Turn
0.83,0.442,1.467,0.481,,Sharp-Right-Turn,Sharp-Right-Turn
0.829,0.445,1.466,0.47,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.458,1.452,0.454,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.483,1.446,0.444,,Sharp-Right-Turn,Sharp-Right-Turn
0.83,0.523,1.442,0.438,,Sharp-Right-Turn,Sharp-Right-Turn
0.867,0.452,1.439,0.435,,Sharp-Right-Turn,Sharp-Right-Turn
0.844,0.453,1.439,0.432,,Sharp-Right-Turn,Sharp-Right-Turn
0.832,0.474,1.439,0.429,,Sharp-Right-Turn,Sharp-Right-Turn
0.829,0.521,1.44,0.428,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.85,1.453,0.426,,Sharp-Right-Turn,Sharp-Right-Turn
0.831,0.473,1.448,0.425,,Sharp-Right-Turn,Sharp-Right-Turn
0.834,0.465,1.445,0.419,,Sharp-Right-Turn,Sharp-Right-Turn
0.85,0.463,1.441,0.417,,Sharp-Right-Turn,Sharp-Right-Turn
3.3,0.468,1.442,0.415,,Slight-Right-Turn,Slight-Right-Turn
3.301,0.47,1.443,0.413,,Slight-Right-Turn,Slight-Right-Turn
3.302,0.479,1.445,0.412,,Slight-Right-Turn,Slight-Right-Turn
3.3,0.812,1.448,0.411,,Move-Forward,Move-Forward
3.3,0.808,1.448,0.411,,Move-Forward,Move-Forward
3.299,0.808,1.448,0.412,,Move-Forward,Move-Forward
3.298,0.811,1.448,0.414,,Move-Forward,Move-Forward
3.294,0.806,1.448,0.417,,Move-Forward,Move-Forward
3.287,0.803,1.451,0.423,,Move-Forward,Move-Forward
3.281,0.8,1.455,0.433,,Move-Forward,Move-Forward
3.272,0.795,1.46,0.444,,Move-Forward,Move-Forward
3.256,0.79,1.466,0.457,,Move-Forward,Move-Forward
3.238,0.784,1.472,0.471,,Move-Forward,Move-Forward
0.979,0.776,1.48,0.486,,Move-Forward,Move-Forward
3.21,0.572,1.487,0.503,,Move-Forward,Move-Forward
3.196,0.586,1.494,0.52,,Move-Forward,Move-Forward
3.174,0.754,1.502,0.537,,Move-Forward,Move-Forward
3.153,0.749,1.51,0.556,,Move-Forward,Move-Forward
3.137,0.738,1.518,0.575,,Move-Forward,Move-Forward
3.118,0.73,1.526,0.594,,Move-Forward,Move-Forward
3.099,0.722,1.535,0.613,,Move-Forward,Move-Forward
3.077,0.714,1.543,0.632,,Move-Forward,Move-Forward
3.061,0.707,1.55,0.651,,Move-Forward,Move-Forward
3.041,0.702,1.558,0.671,,Move-Forward,Move-Forward
3.022,0.692,1.566,0.69,,Move-Forward,Move-Forward
3.002,0.688,1.574,0.709,,Move-Forward,Move-Forward
2.983,0.68,1.582,0.728,,Move-Forward,Move-Forward
0.859,0.674,1.589,0.747,,Sharp-Right-Turn,Sharp-Right-Turn
0.84,0.667,1.596,0.765,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.663,1.604,0.783,,Sharp-Right-Turn,Sharp-Right-Turn
2.909,0.667,1.611,0.801,,Move-Forward,Move-Forward
2.892,0.652,1.619,0.819,,Move-Forward,Move-Forward
2.876,0.643,1.626,0.835,,Move-Forward,Move-Forward
2.861,0.638,1.632,0.85,,Move-Forward,Move-Forward
